CA-2017-100111,14
CA-2017-157987,12
CA-2016-165330,11
US-2016-108504,11
US-2015-126977,10
CA-2016-105732,10
CA-2015-131338,10
US-2016-114013,9
CA-2016-145177,9
US-2015-163433,9
CA-2014-106439,9
CA-2015-104346,9
CA-2015-132626,9
CA-2015-164882,9
CA-2017-140949,9
CA-2017-117457,9
CA-2015-158421,9
CA-2017-164756,8
CA-2014-142769,8
US-2016-110156,8
CA-2017-102925,8
CA-2017-118017,8
CA-2017-140872,8
CA-2017-156776,8
CA-2017-161956,8
CA-2016-152730,8
CA-2017-110905,8
CA-2017-113278,8
CA-2015-167010,8
US-2017-118087,8
CA-2014-167927,8
CA-2015-121720,8
CA-2014-129364,8
CA-2015-130974,7
US-2017-112347,7
CA-2016-145583,7
CA-2015-126725,7
US-2016-126452,7
CA-2017-112515,7
CA-2017-104731,7
CA-2016-120824,7
CA-2014-145387,7
CA-2016-158694,7
CA-2017-151750,7
US-2017-147886,7
CA-2014-108189,7
CA-2015-124800,7
US-2016-103674,7
CA-2016-145261,7
CA-2014-145317,7
CA-2017-128363,7
CA-2017-166093,7
CA-2016-109365,7
US-2017-109253,7
US-2016-167472,7
US-2017-167920,7
CA-2017-119284,7
US-2016-148901,7
CA-2014-165309,7
CA-2014-103989,7
CA-2015-162201,7
CA-2014-166863,7
CA-2015-165624,7
US-2016-139087,7
US-2015-150630,7
CA-2016-111682,7
CA-2016-157749,7
CA-2016-135776,7
CA-2016-109666,7
US-2017-162558,7
CA-2017-121048,7
CA-2015-126557,7
US-2015-126753,7
CA-2015-112130,7
US-2016-125402,7
CA-2014-110786,7
US-2014-155502,7
CA-2014-167199,7
CA-2014-160766,7
CA-2017-157966,7
CA-2014-115812,7
US-2016-169040,7
CA-2014-139892,7
CA-2015-119291,7
CA-2016-146934,6
US-2017-163790,6
CA-2014-158372,6
CA-2017-125451,6
CA-2015-163181,6
CA-2014-122931,6
US-2017-161935,6
CA-2016-166674,6
CA-2015-121188,6
CA-2014-126361,6
CA-2017-122035,6
CA-2014-125997,6
CA-2016-163328,6
CA-2017-135937,6
US-2017-124779,6
CA-2015-161263,6
CA-2014-138317,6
CA-2017-121300,6
CA-2016-137050,6
US-2017-125717,6
CA-2014-131947,6
CA-2014-153969,6
US-2015-129007,6
US-2017-169551,6
CA-2015-142237,6
CA-2017-113705,6
CA-2017-152310,6
CA-2016-115756,6
CA-2016-116526,6
CA-2014-168368,6
CA-2017-135279,6
CA-2015-169397,6
CA-2017-134915,6
CA-2017-128965,6
CA-2016-124352,6
CA-2015-132486,6
CA-2016-129868,6
CA-2014-121006,6
CA-2014-124737,6
CA-2017-123491,6
CA-2016-126004,6
CA-2016-129126,6
CA-2016-145548,6
CA-2014-169019,6
CA-2016-128531,6
CA-2017-156237,6
CA-2015-102015,6
US-2017-133361,6
US-2016-115819,6
CA-2016-126732,6
US-2014-140452,6
CA-2016-128818,6
CA-2017-104220,6
CA-2016-129280,6
CA-2014-144666,6
CA-2015-160472,6
CA-2016-106950,6
CA-2017-131807,6
CA-2016-156503,6
CA-2014-127446,6
CA-2016-157161,6
CA-2014-156244,6
CA-2016-163776,6
CA-2017-131954,6
CA-2017-164168,6
US-2014-138247,6
CA-2015-113628,6
CA-2016-150350,6
US-2014-147627,6
CA-2016-145982,6
CA-2015-128608,5
CA-2015-125934,5
CA-2016-154767,5
CA-2017-117324,5
CA-2017-137463,5
CA-2016-162187,5
CA-2016-100244,5
CA-2014-104738,5
CA-2015-157322,5
CA-2014-162775,5
CA-2014-140858,5
US-2016-131611,5
CA-2014-114251,5
CA-2014-151162,5
CA-2016-129714,5
CA-2016-132829,5
CA-2014-124730,5
US-2015-138093,5
US-2017-141677,5
CA-2015-146262,5
CA-2015-135685,5
CA-2014-137092,5
CA-2016-132997,5
CA-2014-169061,5
US-2016-144057,5
CA-2015-135580,5
CA-2014-163552,5
CA-2017-134845,5
US-2014-148838,5
CA-2017-163265,5
CA-2017-121559,5
CA-2015-159534,5
CA-2015-155306,5
CA-2017-164378,5
US-2017-117534,5
CA-2016-169943,5
CA-2014-124478,5
CA-2017-136448,5
US-2017-162670,5
CA-2017-156958,5
US-2017-116652,5
CA-2015-124541,5
CA-2016-114601,5
CA-2014-164973,5
US-2017-100930,5
CA-2017-104864,5
CA-2016-152170,5
CA-2016-101161,5
CA-2017-103380,5
CA-2017-140480,5
CA-2015-102281,5
CA-2016-127243,5
CA-2017-145233,5
US-2014-159618,5
CA-2016-141397,5
CA-2014-154158,5
CA-2015-144274,5
US-2015-138121,5
CA-2017-150910,5
CA-2017-100223,5
CA-2017-134565,5
CA-2015-121783,5
CA-2016-106530,5
CA-2014-163468,5
CA-2017-167941,5
CA-2017-134194,5
CA-2016-140501,5
CA-2016-118689,5
US-2017-158526,5
US-2015-130512,5
CA-2017-149048,5
CA-2015-114811,5
CA-2014-111451,5
CA-2017-117947,5
CA-2017-161172,5
CA-2015-150714,5
CA-2015-112452,5
CA-2016-142545,5
CA-2015-102260,5
CA-2017-135860,5
CA-2015-137113,5
CA-2014-114510,5
US-2015-115238,5
CA-2014-125829,5
CA-2014-163223,5
CA-2017-117667,5
CA-2016-121671,5
CA-2014-105165,5
US-2017-153948,5
US-2015-123960,5
CA-2016-109869,5
CA-2015-113145,5
US-2016-150861,5
US-2016-141544,5
CA-2014-149958,5
CA-2017-109701,5
US-2017-120418,5
CA-2014-102988,5
CA-2017-132199,5
CA-2015-164084,5
CA-2017-133102,5
CA-2017-129021,5
CA-2015-144806,5
US-2017-142573,5
CA-2014-146969,5
CA-2015-133242,5
CA-2016-112256,5
CA-2015-116092,5
CA-2017-109085,5
CA-2017-111332,5
US-2017-110576,5
CA-2017-159464,5
CA-2017-141439,5
CA-2014-101931,5
US-2014-164406,5
CA-2015-105627,5
US-2017-132675,5
US-2014-159926,5
CA-2016-168893,5
CA-2015-109575,5
CA-2014-118339,5
CA-2017-106859,5
